Mod:Item:MetaData, Localized Name
TConstruct:wideGuard:13, Copper Wide Guard
TConstruct:wideGuard:14, Bronze Wide Guard
TConstruct:wideGuard:15, Alumite Wide Guard
TConstruct:wideGuard:16, Steel Wide Guard
TConstruct:wideGuard:17, Slime Wide Guard
TConstruct:wideGuard:18, Pig Iron Wide Guard
TConstruct:handGuard:0, Wooden Hand Guard
TConstruct:handGuard:1, Stone Hand Guard
TConstruct:handGuard:2, Iron Hand Guard
TConstruct:handGuard:3, Flint Hand Guard
TConstruct:handGuard:4, Cactus Hand Guard
TConstruct:handGuard:5, Bone Hand Guard
TConstruct:handGuard:6, Obsidian Hand Guard
TConstruct:handGuard:7, Netherrack Hand Guard
TConstruct:handGuard:8, Slime Hand Guard
TConstruct:handGuard:9, Paper Hand Guard
TConstruct:handGuard:10, Cobalt Hand Guard
TConstruct:handGuard:11, Ardite Hand Guard
TConstruct:handGuard:12, Manyullyn Hand Guard
TConstruct:handGuard:13, Copper Hand Guard
TConstruct:handGuard:14, Bronze Hand Guard
TConstruct:handGuard:15, Alumite Hand Guard
TConstruct:handGuard:16, Steel Hand Guard
TConstruct:handGuard:17, Slime Hand Guard
TConstruct:handGuard:18, Pig Iron Hand Guard
TConstruct:crossbar:0, Wooden Crossbar
TConstruct:crossbar:1, Stone Crossbar
TConstruct:crossbar:2, Iron Crossbar
TConstruct:crossbar:3, Flint Crossbar
TConstruct:crossbar:4, Cactus Crossbar
TConstruct:crossbar:5, Bone Crossbar
TConstruct:crossbar:6, Obsidian Crossbar
TConstruct:crossbar:7, Netherrack Crossbar
TConstruct:crossbar:8, Slime Crossbar
TConstruct:crossbar:9, Paper Crossbar
TConstruct:crossbar:10, Cobalt Crossbar
TConstruct:crossbar:11, Ardite Crossbar
TConstruct:crossbar:12, Manyullyn Crossbar
TConstruct:crossbar:13, Copper Crossbar
TConstruct:crossbar:14, Bronze Crossbar
TConstruct:crossbar:15, Alumite Crossbar
TConstruct:crossbar:16, Steel Crossbar
TConstruct:crossbar:17, Slime Crossbar
TConstruct:crossbar:18, Pig Iron Crossbar
TConstruct:knifeBlade:0, Wooden Knife Blade
TConstruct:knifeBlade:1, Stone Knife Blade
TConstruct:knifeBlade:2, Iron Knife Blade
TConstruct:knifeBlade:3, Flint Knife Blade
TConstruct:knifeBlade:4, Cactus Knife Blade
TConstruct:knifeBlade:5, Bone Knife Blade
TConstruct:knifeBlade:6, Obsidian Knife Blade
TConstruct:knifeBlade:7, Netherrack Knife Blade
TConstruct:knifeBlade:8, Slime Knife Blade
TConstruct:knifeBlade:9, Paper Knife Blade
TConstruct:knifeBlade:10, Cobalt Knife Blade
TConstruct:knifeBlade:11, Ardite Knife Blade
TConstruct:knifeBlade:12, Manyullyn Knife Blade
TConstruct:knifeBlade:13, Copper Knife Blade
TConstruct:knifeBlade:14, Bronze Knife Blade
TConstruct:knifeBlade:15, Alumite Knife Blade
TConstruct:knifeBlade:16, Steel Knife Blade
TConstruct:knifeBlade:17, Slime Knife Blade
TConstruct:knifeBlade:18, Pig Iron Knife Blade
TConstruct:frypanHead:0, Wooden Pan
TConstruct:frypanHead:1, Stone Pan
TConstruct:frypanHead:2, Iron Pan
TConstruct:frypanHead:3, Flint Pan
TConstruct:frypanHead:4, Cactus Pan
TConstruct:frypanHead:5, Bone Pan
TConstruct:frypanHead:6, Obsidian Pan
TConstruct:frypanHead:7, Netherrack Pan
TConstruct:frypanHead:8, Slime Pan
TConstruct:frypanHead:9, Paper Pan
TConstruct:frypanHead:10, Cobalt Pan
TConstruct:frypanHead:11, Ardite Pan
TConstruct:frypanHead:12, Manyullyn Pan
TConstruct:frypanHead:13, Copper Pan
TConstruct:frypanHead:14, Bronze Pan
TConstruct:frypanHead:15, Alumite Pan
TConstruct:frypanHead:16, Steel Pan
TConstruct:frypanHead:17, Slime Pan
TConstruct:frypanHead:18, Pig Iron Pan
TConstruct:signHead:0, Wooden Sign Head
TConstruct:signHead:1, Stone Sign Head
TConstruct:signHead:2, Iron Sign Head
TConstruct:signHead:3, Flint Sign Head
TConstruct:signHead:4, Cactus Sign Head
TConstruct:signHead:5, Bone Sign Head
TConstruct:signHead:6, Obsidian Sign Head
TConstruct:signHead:7, Netherrack Sign Head
TConstruct:signHead:8, Slime Sign Head
TConstruct:signHead:9, Paper Sign Head
TConstruct:signHead:10, Cobalt Sign Head
TConstruct:signHead:11, Ardite Sign Head
TConstruct:signHead:12, Manyullyn Sign Head
TConstruct:signHead:13, Copper Sign Head
TConstruct:signHead:14, Bronze Sign Head
TConstruct:signHead:15, Alumite Sign Head
TConstruct:signHead:16, Steel Sign Head
TConstruct:signHead:17, Slime Sign Head
TConstruct:signHead:18, Pig Iron Sign Head
TConstruct:chiselHead:0, Wooden Chisel Head
TConstruct:chiselHead:1, Stone Chisel Head
TConstruct:chiselHead:2, Iron Chisel Head
TConstruct:chiselHead:3, Flint Chisel Head
TConstruct:chiselHead:4, Cactus Chisel Head
TConstruct:chiselHead:5, Bone Chisel Head
TConstruct:chiselHead:6, Obsidian Chisel Head
TConstruct:chiselHead:7, Netherrack Chisel Head
TConstruct:chiselHead:8, Slime Chisel Head
TConstruct:chiselHead:9, Paper Chisel Head
TConstruct:chiselHead:10, Cobalt Chisel Head
TConstruct:chiselHead:11, Ardite Chisel Head
TConstruct:chiselHead:12, Manyullyn Chisel Head
TConstruct:chiselHead:13, Copper Chisel Head
TConstruct:chiselHead:14, Bronze Chisel Head
TConstruct:chiselHead:15, Alumite Chisel Head
TConstruct:chiselHead:16, Steel Chisel Head
TConstruct:chiselHead:17, Slime Chisel Head
TConstruct:chiselHead:18, Pig Iron Chisel Head
TConstruct:scytheBlade:0, Wooden Scythe Head
TConstruct:scytheBlade:1, Stone Scythe Head
TConstruct:scytheBlade:2, Iron Scythe Head
TConstruct:scytheBlade:3, Flint Scythe Head
TConstruct:scytheBlade:4, Cactus Scythe Head
TConstruct:scytheBlade:5, Bone Scythe Head
TConstruct:scytheBlade:6, Obsidian Scythe Head
TConstruct:scytheBlade:7, Netherrack Scythe Head
TConstruct:scytheBlade:8, Slime Scythe Head
TConstruct:scytheBlade:9, Paper Scythe Head
TConstruct:scytheBlade:10, Cobalt Scythe Head
TConstruct:scytheBlade:11, Ardite Scythe Head
TConstruct:scytheBlade:12, Manyullyn Scythe Head
TConstruct:scytheBlade:13, Copper Scythe Head
TConstruct:scytheBlade:14, Bronze Scythe Head
TConstruct:scytheBlade:15, Alumite Scythe Head
TConstruct:scytheBlade:16, Steel Scythe Head
TConstruct:scytheBlade:17, Slime Scythe Head
TConstruct:scytheBlade:18, Pig Iron Scythe Head
TConstruct:broadAxeHead:0, Wooden Broad Axe Head
TConstruct:broadAxeHead:1, Stone Broad Axe Head
TConstruct:broadAxeHead:2, Iron Broad Axe Head
TConstruct:broadAxeHead:3, Flint Broad Axe Head
TConstruct:broadAxeHead:4, Cactus Broad Axe Head
TConstruct:broadAxeHead:5, Bone Broad Axe Head
TConstruct:broadAxeHead:6, Obsidian Broad Axe Head
TConstruct:broadAxeHead:7, Netherrack Broad Axe Head
TConstruct:broadAxeHead:8, Slime Broad Axe Head
TConstruct:broadAxeHead:9, Paper Broad Axe Head
TConstruct:broadAxeHead:10, Cobalt Broad Axe Head
TConstruct:broadAxeHead:11, Ardite Broad Axe Head
TConstruct:broadAxeHead:12, Manyullyn Broad Axe Head
TConstruct:broadAxeHead:13, Copper Broad Axe Head
TConstruct:broadAxeHead:14, Bronze Broad Axe Head
TConstruct:broadAxeHead:15, Alumite Broad Axe Head
TConstruct:broadAxeHead:16, Steel Broad Axe Head
TConstruct:broadAxeHead:17, Slime Broad Axe Head
TConstruct:broadAxeHead:18, Pig Iron Broad Axe Head
TConstruct:excavatorHead:0, Wooden Excavator Head
TConstruct:excavatorHead:1, Stone Excavator Head
TConstruct:excavatorHead:2, Iron Excavator Head
TConstruct:excavatorHead:3, Flint Excavator Head
TConstruct:excavatorHead:4, Cactus Excavator Head
TConstruct:excavatorHead:5, Bone Excavator Head
TConstruct:excavatorHead:6, Obsidian Excavator Head
TConstruct:excavatorHead:7, Netherrack Excavator Head
TConstruct:excavatorHead:8, Slime Excavator Head
TConstruct:excavatorHead:9, Paper Excavator Head
TConstruct:excavatorHead:10, Cobalt Excavator Head
TConstruct:excavatorHead:11, Ardite Excavator Head
TConstruct:excavatorHead:12, Manyullyn Excavator Head
TConstruct:excavatorHead:13, Copper Excavator Head
TConstruct:excavatorHead:14, Bronze Excavator Head
TConstruct:excavatorHead:15, Alumite Excavator Head
TConstruct:excavatorHead:16, Steel Excavator Head
TConstruct:excavatorHead:17, Slime Excavator Head
TConstruct:excavatorHead:18, Pig Iron Excavator Head
TConstruct:largeSwordBlade:0, Wooden Large Sword Blade
TConstruct:largeSwordBlade:1, Stone Large Sword Blade
TConstruct:largeSwordBlade:2, Iron Large Sword Blade
TConstruct:largeSwordBlade:3, Flint Large Sword Blade
TConstruct:largeSwordBlade:4, Cactus Large Sword Blade
TConstruct:largeSwordBlade:5, Bone Large Sword Blade
TConstruct:largeSwordBlade:6, Obsidian Large Sword Blade
TConstruct:largeSwordBlade:7, Netherrack Large Sword Blade
TConstruct:largeSwordBlade:8, Slime Large Sword Blade
TConstruct:largeSwordBlade:9, Paper Large Sword Blade
TConstruct:largeSwordBlade:10, Cobalt Large Sword Blade
TConstruct:largeSwordBlade:11, Ardite Large Sword Blade
TConstruct:largeSwordBlade:12, Manyullyn Large Sword Blade
TConstruct:largeSwordBlade:13, Copper Large Sword Blade
TConstruct:largeSwordBlade:14, Bronze Large Sword Blade
TConstruct:largeSwordBlade:15, Alumite Large Sword Blade
TConstruct:largeSwordBlade:16, Steel Large Sword Blade
TConstruct:largeSwordBlade:17, Slime Large Sword Blade
TConstruct:largeSwordBlade:18, Pig Iron Large Sword Blade
TConstruct:hammerHead:0, Wooden Hammer Head
TConstruct:hammerHead:1, Stone Hammer Head
TConstruct:hammerHead:2, Iron Hammer Head
TConstruct:hammerHead:3, Flint Hammer Head
TConstruct:hammerHead:4, Cactus Hammer Head
TConstruct:hammerHead:5, Bone Hammer Head
TConstruct:hammerHead:6, Obsidian Hammer Head
TConstruct:hammerHead:7, Netherrack Hammer Head
TConstruct:hammerHead:8, Slime Hammer Head
TConstruct:hammerHead:9, Paper Hammer Head
TConstruct:hammerHead:10, Cobalt Hammer Head
TConstruct:hammerHead:11, Ardite Hammer Head
TConstruct:hammerHead:12, Manyullyn Hammer Head
TConstruct:hammerHead:13, Copper Hammer Head
TConstruct:hammerHead:14, Bronze Hammer Head
TConstruct:hammerHead:15, Alumite Hammer Head
TConstruct:hammerHead:16, Steel Hammer Head
TConstruct:hammerHead:17, Slime Hammer Head
TConstruct:hammerHead:18, Pig Iron Hammer Head
TConstruct:creativeModifier, Creative Tool Modifier
TConstruct:buckets:0, Molten Iron Bucket
TConstruct:buckets:1, Molten Gold Bucket
TConstruct:buckets:2, Molten Copper Bucket
TConstruct:buckets:3, Molten Tin Bucket
TConstruct:buckets:4, Molten Aluminum Bucket
TConstruct:buckets:5, Molten Cobalt Bucket
TConstruct:buckets:6, Molten Ardite Bucket
TConstruct:buckets:7, Molten Bronze Bucket
TConstruct:buckets:8, Molten Aluminum Brass Bucket
TConstruct:buckets:9, Molten Manyullyn Bucket
TConstruct:buckets:10, Molten Alumite Bucket
TConstruct:buckets:11, Molten Obsidian Bucket
TConstruct:buckets:12, Molten Steel Bucket
TConstruct:buckets:13, Molten Glass Bucket
TConstruct:buckets:14, Seared Stone Bucket
TConstruct:buckets:15, Liquified Emerald Bucket
TConstruct:buckets:16, Bucket o' Blood
TConstruct:buckets:17, Molten Nickel Bucket
TConstruct:buckets:18, Molten Lead Bucket
TConstruct:buckets:19, Molten Silver Bucket
TConstruct:buckets:20, Molten Shiny Bucket
TConstruct:buckets:21, Molten Invar Bucket
TConstruct:buckets:22, Molten Electrum Bucket
TConstruct:buckets:23, Liquified Ender Bucket
TConstruct:buckets:24, Liquid Slime Bucket
TConstruct:buckets:25, Sticky Glue Bucket
TConstruct:buckets:26, Molten Pig Iron Bucket
TConstruct:buckets:27, Molten Lumium Bucket
TConstruct:buckets:28, Molten Signalum Bucket
TConstruct:buckets:29, Molten Mana Infused Metal Bucket
TConstruct:buckets:30, Molten Enderium Bucket
TConstruct:metalPattern:0, Ingot Cast
TConstruct:metalPattern:1, Tool Rod Cast
TConstruct:metalPattern:2, Pickaxe Head Cast
TConstruct:metalPattern:3, Shovel Head Cast
TConstruct:metalPattern:4, Axe Head Cast
TConstruct:metalPattern:5, Sword Blade Cast
TConstruct:metalPattern:6, Wide Guard Cast
TConstruct:metalPattern:7, Hand Guard Cast
TConstruct:metalPattern:8, Crossbar Cast
TConstruct:metalPattern:9, Tool Binding Cast
TConstruct:metalPattern:10, Pan Cast
TConstruct:metalPattern:11, Wide Board Cast
TConstruct:metalPattern:12, Knife Blade Cast
TConstruct:metalPattern:13, Chisel Head Cast
TConstruct:metalPattern:14, Tough Rod Cast
TConstruct:metalPattern:15, Tough Binding Cast
TConstruct:metalPattern:16, Large Plate Cast
TConstruct:metalPattern:17, Broadaxe Head Cast
TConstruct:metalPattern:18, Scythe Head Cast
TConstruct:metalPattern:19, Excavator Head Cast
TConstruct:metalPattern:20, Large Blade Cast
TConstruct:metalPattern:21, Hammer Head Cast
TConstruct:metalPattern:22, Full Guard Cast
TConstruct:metalPattern:25, Arrowhead Cast
TConstruct:metalPattern:26, Gem Cast
TConstruct:metalPattern:27, Nugget Cast
TConstruct:diamondApple:0, Jeweled Apple
TConstruct:jerky:0, Beef Jerky
TConstruct:jerky:1, Chicken Jerky
TConstruct:jerky:2, Bacon Jerky
TConstruct:jerky:3, Mutton Jerky
TConstruct:jerky:4, Fish Jerky
TConstruct:jerky:5, Monster Jerky
TConstruct:jerky:6, Gelatinous Slime Drop
TConstruct:jerky:7, Coagulated Blood Drop
TConstruct:heartCanister:0, Empty Canister
TConstruct:heartCanister:1, Miniature Red Heart
TConstruct:heartCanister:2, Red Heart Canister
TConstruct:heartCanister:3, Miniature Yellow Heart
TConstruct:heartCanister:4, Yellow Heart Canister
TConstruct:heartCanister:5, Miniature Green Heart
TConstruct:heartCanister:6, Green Heart Canister
TConstruct:knapsack:0, Knapsack
TConstruct:helmetWood, Wooden Helmet
TConstruct:chestplateWood, Wooden Chestplate
TConstruct:leggingsWood, Wooden Leggings
TConstruct:bootsWood, Wooden Boots
TConstruct:travelGoggles, Traveller's Goggles
TConstruct:travelVest, Traveller's Vest
TConstruct:travelWings, Traveller's Wings
TConstruct:travelBoots, Traveller's Boots
TConstruct:travelGlove, Traveller's Gloves
TConstruct:travelBelt, Traveller's Belt
TConstruct:bowstring:0, Bowstring
TConstruct:arrowhead:0, Wooden Arrowhead
TConstruct:arrowhead:1, Stone Arrowhead
TConstruct:arrowhead:2, Iron Arrowhead
TConstruct:arrowhead:3, Flint Arrowhead
TConstruct:arrowhead:4, Cactus Arrowhead
TConstruct:arrowhead:5, Bone Arrowhead
TConstruct:arrowhead:6, Obsidian Arrowhead
TConstruct:arrowhead:7, Netherrack Arrowhead
TConstruct:arrowhead:8, Slime Arrowhead
TConstruct:arrowhead:9, Paper Arrowhead
TConstruct:arrowhead:10, Cobalt Arrowhead
TConstruct:arrowhead:11, Ardite Arrowhead
TConstruct:arrowhead:12, Manyullyn Arrowhead
TConstruct:arrowhead:13, Copper Arrowhead
TConstruct:arrowhead:14, Bronze Arrowhead
TConstruct:arrowhead:15, Alumite Arrowhead
TConstruct:arrowhead:16, Steel Arrowhead
TConstruct:arrowhead:17, Slime Arrowhead
TConstruct:arrowhead:18, Pig Iron Arrowhead
TConstruct:fletching:0, Feather Fletching
TConstruct:fletching:1, Leaf Fletching
TConstruct:fletching:2, Slime Fletching
TConstruct:fletching:3, Slime Fletching
TConstruct:fletching:4, Slimeleaf Fletching
TConstruct:ShurikenPart:0, Wooden Shuriken
TConstruct:ShurikenPart:1, Stone Shuriken
TConstruct:ShurikenPart:2, Iron Shuriken
TConstruct:ShurikenPart:3, Flint Shuriken
TConstruct:ShurikenPart:4, Cactus Shuriken
TConstruct:ShurikenPart:5, Bone Shuriken
TConstruct:ShurikenPart:6, Obsidian Shuriken
TConstruct:ShurikenPart:7, Netherrack Shuriken
TConstruct:ShurikenPart:8, Slime Shuriken
TConstruct:ShurikenPart:9, Paper Shuriken
TConstruct:ShurikenPart:10, Cobalt Shuriken
TConstruct:ShurikenPart:11, Ardite Shuriken
TConstruct:ShurikenPart:12, Manyullyn Shuriken
TConstruct:ShurikenPart:13, Copper Shuriken
TConstruct:ShurikenPart:14, Bronze Shuriken
TConstruct:ShurikenPart:15, Alumite Shuriken
TConstruct:ShurikenPart:16, Steel Shuriken
TConstruct:ShurikenPart:17, Slime Shuriken
TConstruct:ShurikenPart:18, Pig Iron Shuriken
TConstruct:BowLimbPart:0, Wooden Bow Limb
TConstruct:BowLimbPart:1, Stone Bow Limb
TConstruct:BowLimbPart:2, Iron Bow Limb
TConstruct:BowLimbPart:3, Flint Bow Limb
TConstruct:BowLimbPart:4, Cactus Bow Limb
TConstruct:BowLimbPart:5, Bone Bow Limb
TConstruct:BowLimbPart:6, Obsidian Bow Limb
TConstruct:BowLimbPart:7, Netherrack Bow Limb
TConstruct:BowLimbPart:8, Slime Bow Limb
TConstruct:BowLimbPart:9, Paper Bow Limb
TConstruct:BowLimbPart:10, Cobalt Bow Limb
TConstruct:BowLimbPart:11, Ardite Bow Limb
TConstruct:BowLimbPart:12, Manyullyn Bow Limb
TConstruct:BowLimbPart:13, Copper Bow Limb
TConstruct:BowLimbPart:14, Bronze Bow Limb
TConstruct:BowLimbPart:15, Alumite Bow Limb
TConstruct:BowLimbPart:16, Steel Bow Limb
TConstruct:BowLimbPart:17, Slime Bow Limb
TConstruct:BowLimbPart:18, Pig Iron Bow Limb
TConstruct:CrossbowLimbPart:0, Wooden Crossbow Limb
TConstruct:CrossbowLimbPart:1, Stone Crossbow Limb
TConstruct:CrossbowLimbPart:2, Iron Crossbow Limb
TConstruct:CrossbowLimbPart:3, Flint Crossbow Limb
TConstruct:CrossbowLimbPart:4, Cactus Crossbow Limb
TConstruct:CrossbowLimbPart:5, Bone Crossbow Limb
TConstruct:CrossbowLimbPart:6, Obsidian Crossbow Limb
TConstruct:CrossbowLimbPart:7, Netherrack Crossbow Limb
TConstruct:CrossbowLimbPart:8, Slime Crossbow Limb
TConstruct:CrossbowLimbPart:9, Paper Crossbow Limb
TConstruct:CrossbowLimbPart:10, Cobalt Crossbow Limb
TConstruct:CrossbowLimbPart:11, Ardite Crossbow Limb
TConstruct:CrossbowLimbPart:12, Manyullyn Crossbow Limb
TConstruct:CrossbowLimbPart:13, Copper Crossbow Limb
TConstruct:CrossbowLimbPart:14, Bronze Crossbow Limb
TConstruct:CrossbowLimbPart:15, Alumite Crossbow Limb
TConstruct:CrossbowLimbPart:16, Steel Crossbow Limb
TConstruct:CrossbowLimbPart:17, Slime Crossbow Limb
TConstruct:CrossbowLimbPart:18, Pig Iron Crossbow Limb
TConstruct:CrossbowBodyPart:0, Wooden Crossbow Body
TConstruct:CrossbowBodyPart:1, Stone Crossbow Body
TConstruct:CrossbowBodyPart:2, Iron Crossbow Body
TConstruct:CrossbowBodyPart:3, Flint Crossbow Body
TConstruct:CrossbowBodyPart:4, Cactus Crossbow Body
TConstruct:CrossbowBodyPart:5, Bone Crossbow Body
TConstruct:CrossbowBodyPart:6, Obsidian Crossbow Body
TConstruct:CrossbowBodyPart:7, Netherrack Crossbow Body
TConstruct:CrossbowBodyPart:8, Slime Crossbow Body
TConstruct:CrossbowBodyPart:9, Paper Crossbow Body
TConstruct:CrossbowBodyPart:10, Cobalt Crossbow Body
TConstruct:CrossbowBodyPart:11, Ardite Crossbow Body
TConstruct:CrossbowBodyPart:12, Manyullyn Crossbow Body
TConstruct:CrossbowBodyPart:13, Copper Crossbow Body
TConstruct:CrossbowBodyPart:14, Bronze Crossbow Body
TConstruct:CrossbowBodyPart:15, Alumite Crossbow Body
TConstruct:CrossbowBodyPart:16, Steel Crossbow Body
TConstruct:CrossbowBodyPart:17, Slime Crossbow Body
TConstruct:CrossbowBodyPart:18, Pig Iron Crossbow Body
TConstruct:BoltPart:0, Wooden Bolt
TConstruct:BoltPart:1, Stone Bolt
TConstruct:BoltPart:2, Iron Bolt
TConstruct:BoltPart:3, Flint Bolt
TConstruct:BoltPart:4, Cactus Bolt
TConstruct:BoltPart:5, Bone Bolt
TConstruct:BoltPart:6, Obsidian Bolt
TConstruct:BoltPart:7, Netherrack Bolt
TConstruct:BoltPart:8, Slime Bolt
TConstruct:BoltPart:9, Paper Bolt
TConstruct:BoltPart:10, Cobalt Bolt
TConstruct:BoltPart:11, Ardite Bolt
TConstruct:BoltPart:12, Manyullyn Bolt
TConstruct:BoltPart:13, Copper Bolt
TConstruct:BoltPart:14, Bronze Bolt
TConstruct:BoltPart:15, Alumite Bolt
TConstruct:BoltPart:16, Steel Bolt
TConstruct:BoltPart:17, Slime Bolt
TConstruct:BoltPart:18, Pig Iron Bolt
TConstruct:Shuriken, item.InfiTool.name
TConstruct:ThrowingKnife, item.InfiTool.name
TConstruct:Javelin, item.InfiTool.name
TConstruct:ShortBow, item.InfiTool.name
TConstruct:LongBow, item.InfiTool.name
TConstruct:Crossbow, item.InfiTool.name
TConstruct:ArrowAmmo, item.InfiTool.name
TConstruct:BoltAmmo, item.InfiTool.name
TConstruct:Pattern:0, Shuriken Pattern
TConstruct:Pattern:1, Crossbow Limb Pattern
TConstruct:Pattern:2, Crossbow Body Pattern
TConstruct:Pattern:3, Bow Limb Pattern
TConstruct:Cast:0, Shuriken Cast
TConstruct:Cast:1, Crossbow Limb Cast
TConstruct:Cast:2, Crossbow Body Cast
TConstruct:Cast:3, Bow Limb Cast
TConstruct:GlassArrows, item.tconstruct.glassArrows.name
TConstruct:Boneana, Broadsword
TConstruct:gearCast, Gear Cast
mw:Electronics, Electronic Circuit
mw:OpticGlass, Optic Glass
mw:Cloth, Cloth
mw:TanCloth, Tan Cloth
mw:GreenCloth, Green Cloth
mw:AluminumPlate, Aluminum Plate
mw:SteelPlate, Steel Plate
mw:BigSteelPlate, Big Steel Plate
mw:MiniSteelPlate, Small Steel Plate
mw:MetalComponents, Metal Components
mw:Transistor, Transistor
mw:Resistor, Resistor
mw:Inductor, Inductor
mw:Diode, Diode
mw:Capacitor, Capacitor
mw:CopperWiring, Copper Wiring
mw:Piston, Piston
mw:LaserPointer, Laser Cell
mw:plastic, Plastic
mw:TitaniumIngot, Titanium Ingot
mw:LeadIngot, Lead Ingot
mw:CopperIngot, Copper Ingot
mw:TinIngot, Tin Ingot
mw:SulfurDust, Sulfur Dust
mw:AluminumIngot, Aluminum Ingot
mw:Silicon, Silicon Ingot
mw:TantalumIngot, Tantalum Ingot
mw:Ruby, Ruby
mw:SteelDust, Steel Dust
mw:SteelIngot, Steel Ingot
mw:marine_helmet, Marine Helmet
mw:marine_chest, Marine Chestplate
mw:marine_boots, Marine Boots
mw:spetznaz_helmet, Spetsnaz Helmet
